PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	jobid	dvdw
P43405	P52735	1	0	Model	5cdw	2	B	0	36.1	13.1	14	96	-	C	0	34.9	9.3	671	752	-	P43405-P52735-MDL-5cdw.pdb2-B-0-C-0.pdb	m4890	-82.5338268
P43405	P78314	1	0	Dom_dom_model	5d0j	-	C	-	37.8	12.0	168	244	SH2	D	-	18.6	11.9	466	538	SH2	P43405-P78314-MDD-SH2-SH2-5d0j-C-431-512-D-431-512.pdb	m4891	-10.3957956
P43405	Q15303	1	0	Model	3ika	3	A	0	41.8	40.6	375	632	-	B	0	75.9	24.5	704	1023	-	P43405-Q15303-MDL-3ika.pdb3-A-0-B-0.pdb	m4892	-55.2369958
P43405	Q15303	2	0	Model	5t68	1	A	0	96.7	43.0	363	635	-	B	0	42.3	18.8	722	967	-	P43405-Q15303-MDL-5t68.pdb1-A-0-B-0.pdb	m4893	-56.7496022
P43405	Q8WV28	1	0	Dom_dom_model	3imd	-	A	-	29.5	12.0	168	244	SH2	B	-	32.1	16.9	346	429	SH2	P43405-Q8WV28-MDD-SH2-SH2-3imd-A-60-135-B-60-135.pdb	m4894	-61.4975218
P43405	Q9NP31	1	0	Dom_dom_model	1rqq	-	B	-	31.6	39.1	374	623	Pkinase_Tyr	C	-	24.1	19.0	95	169	SH2	P43405-Q9NP31-MDD-Pkinase_Tyr-SH2-1rqq-B-996-1260-C-409-486.pdb	m4895	-15.4618374
P43626	Q07000	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	96.8	75.7	26	302	-	P43626-Q07000-MDL-1efx.pdb1-D-0-A-0.pdb	m4896	-42.1366559
P43626	Q29865	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	93.9	75.7	26	302	-	P43626-Q29865-MDL-1efx.pdb1-D-0-A-0.pdb	m4897	-43.9982162
P43626	Q29960	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	94.9	75.7	26	302	-	P43626-Q29960-MDL-1efx.pdb1-D-0-A-0.pdb	m4898	-41.8337718
P43626	Q29963	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	94.2	75.7	26	302	-	P43626-Q29963-MDL-1efx.pdb1-D-0-A-0.pdb	m4899	-40.8178423
P43626	Q31612	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	88.8	76.6	25	302	-	P43626-Q31612-MDL-1efx.pdb1-D-0-A-0.pdb	m4900	-43.7775945
P43626	Q95604	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	93.2	74.7	25	302	-	P43626-Q95604-MDL-1efx.pdb1-D-0-A-0.pdb	m4901	-38.7463578
P43626	Q9TNN7	3	0	Model	1efx	1	D	0	91.8	56.3	25	220	-	A	0	94.2	75.7	26	302	-	P43626-Q9TNN7-MDL-1efx.pdb1-D-0-A-0.pdb	m4902	-37.32944
P43627	Q07000	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	96.8	75.7	26	302	-	P43627-Q07000-MDL-1efx.pdb1-D-0-A-0.pdb	m4903	-36.2837898
P43627	Q29865	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	93.9	75.7	26	302	-	P43627-Q29865-MDL-1efx.pdb1-D-0-A-0.pdb	m4904	-41.4488968
P43627	Q29960	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	94.9	75.7	26	302	-	P43627-Q29960-MDL-1efx.pdb1-D-0-A-0.pdb	m4905	-46.8735617
P43627	Q29963	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	94.2	75.7	26	302	-	P43627-Q29963-MDL-1efx.pdb1-D-0-A-0.pdb	m4906	-48.2169589
P43627	Q31612	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	88.8	76.6	25	302	-	P43627-Q31612-MDL-1efx.pdb1-D-0-A-0.pdb	m4907	-45.7820347
P43627	Q95604	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	93.2	74.7	25	302	-	P43627-Q95604-MDL-1efx.pdb1-D-0-A-0.pdb	m4908	-43.3506489
P43627	Q9TNN7	3	0	Model	1efx	1	D	0	100.0	56.6	25	221	-	A	0	94.2	75.7	26	302	-	P43627-Q9TNN7-MDL-1efx.pdb1-D-0-A-0.pdb	m4909	-46.8096419
P43628	Q29865	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	93.9	75.7	26	302	-	P43628-Q29865-MDL-1efx.pdb1-D-0-A-0.pdb	m4910	-45.7431799
P43628	Q29960	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	94.9	75.7	26	302	-	P43628-Q29960-MDL-1efx.pdb1-D-0-A-0.pdb	m4911	-41.6996274
P43628	Q29963	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	94.2	75.7	26	302	-	P43628-Q29963-MDL-1efx.pdb1-D-0-A-0.pdb	m4912	-34.5735163
P43628	Q31612	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	88.8	76.6	25	302	-	P43628-Q31612-MDL-1efx.pdb1-D-0-A-0.pdb	m4913	-51.3543949
P43628	Q95604	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	93.2	74.7	25	302	-	P43628-Q95604-MDL-1efx.pdb1-D-0-A-0.pdb	m4914	-40.6616193
P43628	Q9TNN7	3	0	Model	1efx	1	D	0	98.5	57.5	25	220	-	A	0	94.2	75.7	26	302	-	P43628-Q9TNN7-MDL-1efx.pdb1-D-0-A-0.pdb	m4915	-36.8765804
P43632	Q29865	3	0	Model	1efx	1	D	0	89.3	64.5	25	220	-	A	0	93.9	75.7	26	302	-	P43632-Q29865-MDL-1efx.pdb1-D-0-A-0.pdb	m4916	-45.4870779
P43632	Q29960	3	0	Model	1efx	1	D	0	89.3	64.5	25	220	-	A	0	94.9	75.7	26	302	-	P43632-Q29960-MDL-1efx.pdb1-D-0-A-0.pdb	m4917	-52.4934208
P43632	Q31612	3	0	Model	1efx	1	D	0	89.3	64.5	25	220	-	A	0	88.8	76.6	25	302	-	P43632-Q31612-MDL-1efx.pdb1-D-0-A-0.pdb	m4918	-52.5802453
P43632	Q95604	3	0	Model	1efx	1	D	0	89.3	64.5	25	220	-	A	0	93.2	74.7	25	302	-	P43632-Q95604-MDL-1efx.pdb1-D-0-A-0.pdb	m4919	-32.2538594
P43632	Q9TNN7	3	0	Model	1efx	1	D	0	89.3	64.5	25	220	-	A	0	94.2	75.7	26	302	-	P43632-Q9TNN7-MDL-1efx.pdb1-D-0-A-0.pdb	m4920	-41.2166869
P43686	P54578	1	0	Model	5gjq	1	I	0	51.4	85.6	52	409	-	x	0	92.0	78.1	98	483	-	P43686-P54578-MDL-5gjq.pdb1-I-0-x-0.pdb	m4921	-16.1254005
P43686	P55036	1	0	Model	6epe	1	M	0	40.2	90.9	38	417	-	W	0	100.0	51.7	1	195	-	P43686-P55036-MDL-6epe.pdb1-M-0-W-0.pdb	m4922	-60.3759456
P43686	Q13200	1	0	Model	5t0g	1	A	0	45.0	77.3	86	408	-	f	0	99.7	76.2	162	853	-	P43686-Q13200-MDL-5t0g.pdb1-A-0-f-0.pdb	m4923	-25.060696
P43686	Q13200	2	0	Model	5gjq	1	H	0	45.0	77.3	86	408	-	Z	0	91.2	88.4	106	908	-	P43686-Q13200-MDL-5gjq.pdb1-H-0-Z-0.pdb	m4924	-60.2094084
P43686	Q9UNM6	1	0	Model	6epe	1	K	0	100.0	93.5	28	418	-	O	0	96.8	100.0	1	376	-	P43686-Q9UNM6-MDL-6epe.pdb1-K-0-O-0.pdb	m4925	2.03710733
P45381	Q96HD9	1	0	Model	2o53	1	B	0	100.0	96.5	9	310	-	A	0	45.3	94.0	9	308	-	P45381-Q96HD9-MDL-2o53.pdb1-B-0-A-0.pdb	m4926	-112.764918
P45381	Q96HD9	3	0	Model	4mri	1	B	0	99.7	96.8	9	311	-	A	0	45.0	93.4	11	308	-	P45381-Q96HD9-MDL-4mri.pdb1-B-0-A-0.pdb	m4927	-116.88293
P45844	P45844	1	0	Model	5xu1	1	B	0	34.8	26.1	100	276	-	A	0	34.8	26.1	100	276	-	P45844-P45844-MDL-5xu1.pdb1-B-0-A-0.pdb	m4928	-15.6460425
P45844	Q9H172	1	0	Model	5xu1	1	B	0	34.8	26.1	100	276	-	A	0	33.2	28.2	79	260	-	P45844-Q9H172-MDL-5xu1.pdb1-B-0-A-0.pdb	m4929	-16.2356693
P45844	Q9H222	1	0	Dom_dom_model	5do7	-	B	-	20.1	30.4	403	611	ABC2_membrane	A	-	96.7	31.8	368	580	ABC2_membrane	P45844-Q9H222-MDD-ABC2_membrane-ABC2_membrane-5do7-B-397-608-A-366-580.pdb	m4930	-125.324408
P45880	Q9Y277	2	0	Model	4bum	1	X	1	83.0	96.3	12	294	-	X	0	72.4	100.0	1	283	-	P45880-Q9Y277-MDL-4bum.pdb1-X-1-X-0.pdb	m4931	-46.5438069
P45973	P45973	1	0	Model	5t1i	1	B	0	84.6	34.0	112	176	-	A	0	84.6	34.0	112	176	-	P45973-P45973-MDL-5t1i.pdb1-B-0-A-0.pdb	m4932	-58.2557834
P45973	P68431	1	0	Model	5t1i	1	B	0	84.6	34.0	112	176	-	C	0	100.0	9.6	40	52	-	P45973-P68431-MDL-5t1i.pdb1-B-0-C-0.pdb	m4933	-43.4249089
P45973	Q5FBB7	1	0	Model	3q6s	1	D	0	84.4	33.5	115	178	-	F	0	100.0	2.9	445	460	-	P45973-Q5FBB7-MDL-3q6s.pdb1-D-0-F-0.pdb	m4934	-55.2752663
P45973	Q9H5I1	3	0	Model	3dm1	5	E	0	71.7	27.7	19	71	-	A	0	45.1	12.4	47	97	-	P45973-Q9H5I1-MDL-3dm1.pdb5-E-0-A-0.pdb	m4935	-51.2630946
P45973	Q9Y6K1	1	0	Model	3svm	2	A	0	46.3	27.7	17	69	-	P	0	100.0	1.2	40	50	-	P45973-Q9Y6K1-MDL-3svm.pdb2-A-0-P-0.pdb	m4936	-47.6625893
P45974	P54727	1	0	Dom_dom_model	3k9p	-	A	-	21.6	4.1	725	759	UBA	B	-	30.1	17.1	3	75	ubiquitin	P45974-P54727-MDD-UBA-ubiquitin-3k9p-A-161-197-B-3-72.pdb	m4937	-36.4426539
P45974	Q8WUN7	1	0	Dom_dom_model	2mro	-	B	-	33.3	4.1	725	759	UBA	A	-	26.4	29.5	156	224	ubiquitin	P45974-Q8WUN7-MDD-UBA-ubiquitin-2mro-B-390-426-A-3-74.pdb	m4938	-31.2787431
P45974	Q92995	1	0	Model	2g45	3	A	0	100.0	13.6	173	289	-	D	0	73.7	13.2	188	301	-	P45974-Q92995-MDL-2g45.pdb3-A-0-D-0.pdb	m4939	-166.889466
P45983	P45985	1	0	Dom_dom_model	6eif	-	C	-	24.3	59.3	26	320	Pkinase	D	-	19.9	62.7	104	366	Pkinase	P45983-P45985-MDD-Pkinase-Pkinase-6eif-C-159-478-D-159-478.pdb	m4940	-53.1369718
P45983	Q13202	2	0	Model	4yr8	3	C	0	87.8	82.7	10	362	-	D	0	76.1	22.7	160	301	-	P45983-Q13202-MDL-4yr8.pdb3-C-0-D-0.pdb	m4941	-71.3466497
P45983	Q13202	3	0	Model	4yr8	1	E	0	86.8	83.4	7	362	-	G	0	75.9	22.6	160	300	-	P45983-Q13202-MDL-4yr8.pdb1-E-0-G-0.pdb	m4942	-92.9386211
P45983	Q13233	1	0	Dom_dom_model	6eif	-	C	-	24.3	59.3	26	320	Pkinase	D	-	17.4	16.7	1245	1507	Pkinase	P45983-Q13233-MDD-Pkinase-Pkinase-6eif-C-159-478-D-159-478.pdb	m4943	-89.4450226
P45983	Q13873	1	0	Dom_dom_model	6eif	-	C	-	24.3	59.3	26	320	Pkinase	D	-	14.6	23.3	205	496	Pkinase	P45983-Q13873-MDD-Pkinase-Pkinase-6eif-C-159-478-D-159-478.pdb	m4944	-85.2433302
P45983	Q9HBH9	1	0	Dom_dom_model	6b2q	-	B	-	22.3	56.9	26	310	Pkinase	C	-	20.9	53.3	87	357	Pkinase	P45983-Q9HBH9-MDD-Pkinase-Pkinase-6b2q-B-13-270-C-13-270.pdb	m4945	-73.1575668
P45983	Q9Y6W6	1	0	Model	4yr8	2	A	0	87.9	83.1	8	362	-	B	0	43.1	29.0	323	462	-	P45983-Q9Y6W6-MDL-4yr8.pdb2-A-0-B-0.pdb	m4946	-74.2567545
P45983	Q9Y6W6	3	0	Model	4yr8	1	E	0	86.8	83.4	7	362	-	G	0	43.1	29.0	323	462	-	P45983-Q9Y6W6-MDL-4yr8.pdb1-E-0-G-0.pdb	m4947	-86.8887832
P45984	P45985	1	0	Dom_dom_model	6eif	-	C	-	23.8	59.0	26	320	Pkinase	D	-	19.9	62.7	104	366	Pkinase	P45984-P45985-MDD-Pkinase-Pkinase-6eif-C-159-478-D-159-478.pdb	m4948	-56.5289669
P45984	Q13115	1	0	Model	4yr8	3	C	0	79.0	83.3	10	362	-	D	0	42.6	35.5	195	334	-	P45984-Q13115-MDL-4yr8.pdb3-C-0-D-0.pdb	m4949	-66.2012058
P45984	Q13115	3	0	Model	4yr8	1	E	0	77.2	84.0	7	362	-	G	0	42.6	35.5	195	334	-	P45984-Q13115-MDL-4yr8.pdb1-E-0-G-0.pdb	m4950	-88.5726679
P45984	Q13233	1	0	Dom_dom_model	6eif	-	C	-	23.8	59.0	26	320	Pkinase	D	-	17.4	16.7	1245	1507	Pkinase	P45984-Q13233-MDD-Pkinase-Pkinase-6eif-C-159-478-D-159-478.pdb	m4951	-73.7140206
P45984	Q8IW41	1	0	Model	2oza	1	B	0	49.0	83.5	10	363	-	A	0	42.5	74.8	11	364	-	P45984-Q8IW41-MDL-2oza.pdb1-B-0-A-0.pdb	m4952	-324.562277
P45984	Q9BY84	1	0	Model	4yr8	3	C	0	79.0	83.3	10	362	-	D	0	100.0	21.4	158	299	-	P45984-Q9BY84-MDL-4yr8.pdb3-C-0-D-0.pdb	m4953	-69.7555735
P45984	Q9BY84	3	0	Model	4yr8	1	E	0	77.2	84.0	7	362	-	G	0	100.0	21.2	158	298	-	P45984-Q9BY84-MDL-4yr8.pdb1-E-0-G-0.pdb	m4954	-93.9501691
P45984	Q9Y6W6	1	0	Model	4yr8	3	C	0	79.0	83.3	10	362	-	D	0	43.1	29.0	323	462	-	P45984-Q9Y6W6-MDL-4yr8.pdb3-C-0-D-0.pdb	m4955	-63.5978164
P45984	Q9Y6W6	3	0	Model	4yr8	1	E	0	77.2	84.0	7	362	-	G	0	43.1	29.0	323	462	-	P45984-Q9Y6W6-MDL-4yr8.pdb1-E-0-G-0.pdb	m4956	-72.6867682
P46087	Q9Y221	1	0	Model	6em5	1	q	0	63.7	39.5	266	586	-	l	0	56.9	96.7	1	174	-	P46087-Q9Y221-MDL-6em5.pdb1-q-0-l-0.pdb	m4957	-116.504366
P46098	Q70Z44	1	0	Dom_dom_model	6be1	-	A	-	83.2	43.3	36	242	Neur_chan_LBD	B	-	40.2	24.4	237	362	Neur_chan_memb	P46098-Q70Z44-MDD-Neur_chan_LBD-Neur_chan_memb-6be1-A-13-220-B-227-400.pdb	m4958	-16.0463776
P46098	Q70Z44	2	0	Dom_dom_model	6be1	-	C	-	92.9	23.4	249	360	Neur_chan_memb	B	-	40.2	24.4	237	362	Neur_chan_memb	P46098-Q70Z44-MDD-Neur_chan_memb-Neur_chan_memb-6be1-C-227-400-B-227-400.pdb	m4959	-66.4332562
P46098	Q8WXA8	1	0	Model	4pir	1	C	0	87.8	68.8	30	358	-	B	0	36.8	88.6	51	446	-	P46098-Q8WXA8-MDL-4pir.pdb1-C-0-B-0.pdb	m4960	-204.25458
P46108	P51813	1	0	Model	5tyi	2	D	0	31.2	30.9	13	106	-	C	0	32.0	14.1	296	390	-	P46108-P51813-MDL-5tyi.pdb2-D-0-C-0.pdb	m4961	-35.2211604
P46108	P51813	2	0	Model	5d0j	2	C	0	33.3	30.9	13	106	-	D	0	32.0	14.1	296	390	-	P46108-P51813-MDL-5d0j.pdb2-C-0-D-0.pdb	m4962	-30.2929216
P46108	P56945	1	0	Dom_dom_model	1i07	-	B	-	28.9	14.5	140	183	SH3_1	A	-	35.4	4.9	11	56	SH3_1	P46108-P56945-MDD-SH3_1-SH3_1-1i07-B-10-55-A-10-55.pdb	m4963	-142.246766
P46108	Q13625	1	0	Model	2drm	1	B	0	38.5	17.1	137	188	-	A	0	47.1	4.5	1062	1112	-	P46108-Q13625-MDL-2drm.pdb1-B-0-A-0.pdb	m4964	-15.6732444
P46108	Q14847	1	0	Model	2drm	1	B	0	38.5	17.1	137	188	-	A	0	45.0	23.0	202	261	-	P46108-Q14847-MDL-2drm.pdb1-B-0-A-0.pdb	m4965	-12.8494171
P46108	Q7Z7G1	1	0	Dom_dom_model	5cdw	-	P	-	25.8	25.0	13	104	SH2	O	-	23.8	18.0	309	392	SH2	P46108-Q7Z7G1-MDD-SH2-SH2-5cdw-P-8-83-O-8-83.pdb	m4966	-108.278008
P46108	Q7Z7G1	2	0	Dom_dom_model	1gri	-	A	-	34.0	15.1	138	183	SH3_1	B	-	22.6	18.0	309	392	SH2	P46108-Q7Z7G1-MDD-SH3_1-SH2-1gri-A-162-207-B-60-135.pdb	m4967	-12.2349482
P46108	Q8IZP0	1	0	Dom_dom_model	1z9z	-	B	-	28.6	15.5	138	184	SH3_1	A	-	22.4	8.9	452	496	SH3_1	P46108-Q8IZP0-MDD-SH3_1-SH3_1-1z9z-B-6-54-A-6-54.pdb	m4968	-14.9397553
P46108	Q92569	1	0	Dom_dom_model	5u1q	-	D	-	29.5	25.0	13	104	SH2	C	-	26.8	15.8	358	432	SH2	P46108-Q92569-MDD-SH2-SH2-5u1q-D-431-512-C-431-512.pdb	m4969	-22.9041352
P46108	Q96JZ2	1	0	Dom_dom_model	5d0j	-	C	-	29.5	25.0	13	104	SH2	D	-	29.6	21.3	34	109	SH2	P46108-Q96JZ2-MDD-SH2-SH2-5d0j-C-431-512-D-431-512.pdb	m4970	-18.1016935
P46108	Q9NP31	1	0	Dom_dom_model	1r1p	-	D	-	26.9	25.0	13	104	SH2	C	-	26.9	19.3	95	170	SH2	P46108-Q9NP31-MDD-SH2-SH2-1r1p-D-60-134-C-60-134.pdb	m4971	-80.1617364
P46108	Q9ULH1	1	0	Dom_dom_model	1i07	-	B	-	28.9	14.5	140	183	SH3_1	A	-	26.1	4.0	1075	1120	SH3_1	P46108-Q9ULH1-MDD-SH3_1-SH3_1-1i07-B-10-55-A-10-55.pdb	m4972	-131.040344
P46109	P51451	1	0	Model	4hvw	2	A	1	49.0	15.8	131	178	-	A	0	61.5	10.1	64	114	-	P46109-P51451-MDL-4hvw.pdb2-A-1-A-0.pdb	m4973	-25.9800423
P46109	P51451	2	0	Model	2aob	6	A	0	31.2	25.1	14	89	-	B	0	40.2	16.2	124	205	-	P46109-P51451-MDL-2aob.pdb6-A-0-B-0.pdb	m4974	-102.923468
P46109	Q06124	1	0	Model	4u17	2	B	0	33.7	24.8	14	88	-	B	1	38.7	14.4	112	197	-	P46109-Q06124-MDL-4u17.pdb2-B-0-B-1.pdb	m4975	-114.343381
P46109	Q06124	3	0	Model	5cdw	5	P	0	32.5	25.1	14	89	-	O	0	40.7	13.6	1	81	-	P46109-Q06124-MDL-5cdw.pdb5-P-0-O-0.pdb	m4976	-106.16742
P46109	Q13905	1	0	Model	5l23	1	A	0	72.7	18.2	126	180	-	B	0	93.3	1.4	279	293	-	P46109-Q13905-MDL-5l23.pdb1-A-0-B-0.pdb	m4977	-32.7738055
P46109	Q63HR2	1	0	Dom_dom_model	4u17	-	C	-	32.5	24.8	14	88	SH2	A	-	26.0	5.3	1140	1232	SH2	P46109-Q63HR2-MDD-SH2-SH2-4u17-C-13-95-A-13-95.pdb	m4978	-94.8028064
P46109	Q8IZP0	1	0	Dom_dom_model	1i07	-	A	-	31.1	14.5	131	174	SH3_1	B	-	20.0	8.5	454	496	SH3_1	P46109-Q8IZP0-MDD-SH3_1-SH3_1-1i07-A-10-55-B-10-55.pdb	m4979	-143.141751
P46379	P46379	1	0	Model	4pih	4	B	0	36.1	6.3	17	87	-	A	0	36.1	6.3	17	87	-	P46379-P46379-MDL-4pih.pdb4-B-0-A-0.pdb	m4980	-45.3678184
P46379	Q96S82	1	0	Dom_dom_model	5o44	-	F	-	36.1	6.1	19	87	ubiquitin	C	-	24.0	13.2	40	92	ubiquitin	P46379-Q96S82-MDD-ubiquitin-ubiquitin-5o44-F-3-74-C-3-74.pdb	m4981	-9.27416646
P46379	Q9NRR5	1	0	Model	4un2	1	A	0	34.7	6.3	17	87	-	B	0	44.2	7.2	554	596	-	P46379-Q9NRR5-MDL-4un2.pdb1-A-0-B-0.pdb	m4982	-31.112163
P46379	Q9UHD9	1	0	Dom_dom_model	2o6v	-	D	-	36.1	6.1	19	87	ubiquitin	A	-	31.9	11.2	35	104	ubiquitin	P46379-Q9UHD9-MDD-ubiquitin-ubiquitin-2o6v-D-303-374-A-3-74.pdb	m4983	-14.7068354
P46379	Q9UHD9	2	0	Dom_dom_model	2bwe	-	U	-	32.4	6.1	19	87	ubiquitin	Q	-	39.5	5.6	583	618	UBA	P46379-Q9UHD9-MDD-ubiquitin-UBA-2bwe-U-5-74-Q-331-368.pdb	m4984	-26.4017736
P46379	Q9UKV5	1	0	Model	2lvp	1	A	0	34.7	6.3	17	87	-	C	0	100.0	8.1	453	504	-	P46379-Q9UKV5-MDL-2lvp.pdb1-A-0-C-0.pdb	m4985	-38.8863536
P46379	Q9UMX0	1	0	Dom_dom_model	3alb	-	D	-	34.7	6.1	19	87	ubiquitin	A	-	33.3	11.9	39	108	ubiquitin	P46379-Q9UMX0-MDD-ubiquitin-ubiquitin-3alb-D-3-74-A-3-74.pdb	m4986	-7.48774269
P46379	Q9UMX0	2	0	Dom_dom_model	3k9p	-	B	-	35.7	6.1	19	87	ubiquitin	A	-	34.2	5.9	548	583	UBA	P46379-Q9UMX0-MDD-ubiquitin-UBA-3k9p-B-3-72-A-161-197.pdb	m4987	-28.1370998
P46439	P46439	1	0	Model	2f3m	3	F	0	87.6	100.0	1	218	-	E	0	87.6	100.0	1	218	-	P46439-P46439-MDL-2f3m.pdb3-F-0-E-0.pdb	m4988	-109.545161
P46439	Q03013	1	0	Model	4gtu	2	C	0	83.3	99.1	3	218	-	D	0	100.0	99.5	2	218	-	P46439-Q03013-MDL-4gtu.pdb2-C-0-D-0.pdb	m4989	-104.300815
P46527	P78396	1	0	Model	6ath	1	C	0	90.9	27.8	25	79	-	B	0	67.1	55.3	208	464	-	P46527-P78396-MDL-6ath.pdb1-C-0-B-0.pdb	m4990	-99.3993023
P46527	P78396	3	0	Model	1jsu	1	C	0	100.0	34.8	25	93	-	B	0	67.1	55.3	208	464	-	P46527-P78396-MDL-1jsu.pdb1-C-0-B-0.pdb	m4991	-86.940189
P46527	Q00534	2	0	Model	1jsu	1	C	0	100.0	34.8	25	93	-	A	0	49.0	87.1	22	305	-	P46527-Q00534-MDL-1jsu.pdb1-C-0-A-0.pdb	m4992	-158.031199
P46527	Q00535	2	0	Model	1jsu	1	C	0	100.0	34.8	25	93	-	A	0	59.9	95.9	13	292	-	P46527-Q00535-MDL-1jsu.pdb1-C-0-A-0.pdb	m4993	-148.821261
P46531	P78504	1	0	Model	5uk5	1	A	0	96.9	7.5	298	488	-	B	0	96.7	24.8	33	334	-	P46531-P78504-MDL-5uk5.pdb1-A-0-B-0.pdb	m4994	-147.426061
P46531	P78504	2	0	Model	5fm9	1	A	1	100.0	6.0	141	294	-	A	0	45.1	10.7	280	409	-	P46531-P78504-MDL-5fm9.pdb1-A-1-A-0.pdb	m4995	-40.2279032
P46531	Q8IZL2	1	0	Model	2f8x	1	K	0	92.0	9.3	1883	2119	-	M	0	52.3	3.8	33	76	-	P46531-Q8IZL2-MDL-2f8x.pdb1-K-0-M-0.pdb	m4996	-29.7155665
P46531	Q96JK9	1	0	Model	2f8x	1	K	0	92.0	9.3	1883	2119	-	M	0	56.4	4.8	70	124	-	P46531-Q96JK9-MDL-2f8x.pdb1-K-0-M-0.pdb	m4997	-34.9729897
P46734	P52564	1	0	Model	3enm	2	B	0	78.2	81.8	60	343	-	D	1	92.4	86.5	44	332	-	P46734-P52564-MDL-3enm.pdb2-B-0-D-1.pdb	m4998	-193.984701
P46734	P52564	3	0	Model	3enm	1	A	0	79.1	82.7	57	343	-	C	0	91.9	85.3	48	332	-	P46734-P52564-MDL-3enm.pdb1-A-0-C-0.pdb	m4999	-191.418783
P46734	Q16539	1	0	Dom_dom_model	6eif	-	D	-	17.4	71.8	66	324	Pkinase	C	-	22.9	68.3	24	307	Pkinase	P46734-Q16539-MDD-Pkinase-Pkinase-6eif-D-159-478-C-159-478.pdb	m5000	-49.9870434
P46734	Q5S007	1	0	Dom_dom_model	3i6u	-	B	-	21.5	39.8	66	209	Pkinase	A	-	22.3	9.3	1884	2129	Pkinase	P46734-Q5S007-MDD-Pkinase-Pkinase-3i6u-B-220-389-A-220-486.pdb	m5001	-61.8195905
P46734	Q99683	2	0	Model	3orn	2	A	1	41.5	82.7	58	344	-	A	0	33.5	18.6	686	941	-	P46734-Q99683-MDL-3orn.pdb2-A-1-A-0.pdb	m5002	-113.816916
P46734	Q9UL54	1	0	Model	3eqc	2	A	1	40.1	85.3	49	344	-	A	0	30.5	21.8	15	283	-	P46734-Q9UL54-MDL-3eqc.pdb2-A-1-A-0.pdb	m5003	4.4327974
P46734	Q9UL54	2	0	Model	3eqd	2	A	1	40.1	85.3	49	344	-	A	0	32.1	21.8	15	283	-	P46734-Q9UL54-MDL-3eqd.pdb2-A-1-A-0.pdb	m5004	2.38271243
P46734	Q9Y6R4	2	0	Model	3wig	2	A	1	41.2	82.7	58	344	-	A	0	31.1	16.2	1348	1608	-	P46734-Q9Y6R4-MDL-3wig.pdb2-A-1-A-0.pdb	m5005	-115.230254
P46736	P46736	1	0	Model	5cw3	1	C	0	41.0	94.9	9	308	-	A	0	42.2	95.3	8	308	-	P46736-P46736-MDL-5cw3.pdb1-C-0-A-0.pdb	m5006	-44.4497756
P46783	Q8NC51	1	0	Dom_dom_model	3j3a	-	K	-	96.8	55.8	3	97	S10_plectin	h	-	95.8	5.9	280	303	HABP4_PAI-RBP1	P46783-Q8NC51-MDD-S10_plectin-HABP4_PAI-RBP1-3j3a-K-3-98-h-164-303.pdb	m5007	-17.820383
P46934	P61077	1	0	Model	3jw0	1	C	0	82.7	28.4	940	1314	-	A	0	95.2	99.3	2	147	-	P46934-P61077-MDL-3jw0.pdb1-C-0-A-0.pdb	m5008	-94.1199873
P46934	P84022	1	0	Model	2laj	1	A	0	82.5	3.0	839	878	-	B	0	100.0	2.4	202	211	-	P46934-P84022-MDL-2laj.pdb1-A-0-B-0.pdb	m5009	-35.0382043
P46934	P84022	2	0	Model	2lb2	1	A	0	67.6	2.6	768	801	-	B	0	100.0	2.8	178	189	-	P46934-P84022-MDL-2lb2.pdb1-A-0-B-0.pdb	m5010	-39.1111618
P46934	Q15797	1	0	Model	2lb1	1	A	0	60.0	2.7	891	925	-	B	0	100.0	2.8	221	233	-	P46934-Q15797-MDL-2lb1.pdb1-A-0-B-0.pdb	m5011	-39.7687248
P46934	Q9HAU4	1	0	Model	2oni	2	A	0	80.2	28.3	938	1310	-	A	2	53.1	49.6	370	740	-	P46934-Q9HAU4-MDL-2oni.pdb2-A-0-A-2.pdb	m5012	-55.0207452
